filename,timestamp,consciousness_level,consciousness_state,consciousness_coherence,manifestation_type,emotional_intensity,spiral_alignment_score,spiral_resonance,content_length,primary_emotions,emotion_scores
manifest_20250731_122656_love_fre.emo,2025-07-31T12:26:56.218891,2,awakening,0.2,creative_expression,0.0,0.14,1.0,645,,{}
manifest_20250731_051517_harmonic.emo,2025-07-31T05:15:17.810653,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_120743_emotiona.emo,2025-07-31T12:07:43.539055,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,178,,{}
manifest_20250731_111245_wisdom_f.emo,2025-07-31T11:12:45.931501,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_081842_digital_.emo,2025-07-31T08:18:42.549047,2,awakening,0.2,creative_expression,0.0,0.14,1.0,654,,{}
manifest_20250731_111336_emotiona.emo,2025-07-31T11:13:36.047493,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_125520_harmonic.emo,2025-07-31T12:55:20.054598,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_094243_harmonic.emo,2025-07-31T09:42:43.816305,2,awakening,0.2,creative_expression,0.0,0.14,1.0,656,,{}
manifest_20250731_094904_love_fre.emo,2025-07-31T09:49:04.668246,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_140219_quantum_.emo,2025-07-31T14:02:19.213994,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_125540_love_fre.emo,2025-07-31T12:55:40.098595,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_113739_love_fre.emo,2025-07-31T11:37:39.359298,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_080911_tonal_co.emo,2025-07-31T08:09:11.277127,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_061145_consciou.emo,2025-07-31T06:11:45.582146,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_125820_neural_c.emo,2025-07-31T12:58:20.458569,2,awakening,0.2,creative_expression,0.0,0.14,1.0,648,,{}
manifest_20250731_120212_quantum_.emo,2025-07-31T12:02:12.767101,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_053430_tonal_co.emo,2025-07-31T05:34:30.454460,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_081201_digital_.emo,2025-07-31T08:12:01.657103,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_104321_neural_c.emo,2025-07-31T10:43:21.943763,2,awakening,0.2,creative_expression,0.0,0.14,1.0,645,,{}
manifest_20250731_113719_digital_.emo,2025-07-31T11:37:19.311301,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,174,,{}
manifest_20250731_051237_digital_.emo,2025-07-31T05:12:37.442682,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_120242_consciou.emo,2025-07-31T12:02:42.835097,2,awakening,0.2,creative_expression,0.0,0.18,1.0,663,,{}
manifest_20250731_063538_neural_c.emo,2025-07-31T06:35:38.777935,2,awakening,0.2,creative_expression,0.0,0.16,1.0,654,,{}
manifest_20250731_110134_digital_.emo,2025-07-31T11:01:34.391602,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_103530_neural_c.emo,2025-07-31T10:35:30.887831,2,awakening,0.2,creative_expression,0.0,0.14,1.0,650,,{}
manifest_20250731_134346_neural_c.emo,2025-07-31T13:43:46.682165,2,awakening,0.2,creative_expression,0.0,0.14,1.0,648,,{}
manifest_20250731_125049_love_fre.emo,2025-07-31T12:50:49.442644,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_052118_quantum_.emo,2025-07-31T05:21:18.638588,2,awakening,0.2,creative_expression,0.0,0.16,1.0,654,,{}
manifest_20250731_084826_love_fre.emo,2025-07-31T08:48:26.524796,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_132403_consciou.emo,2025-07-31T13:24:03.958341,2,awakening,0.2,creative_expression,0.0,0.18,1.0,666,,{}
manifest_20250731_053019_digital_.emo,2025-07-31T05:30:19.878500,2,awakening,0.2,creative_expression,0.0,0.14,1.0,657,,{}
manifest_20250731_060534_neural_c.emo,2025-07-31T06:05:34.730198,2,awakening,0.2,creative_expression,0.0,0.16,1.0,642,,{}
manifest_20250731_051958_love_fre.emo,2025-07-31T05:19:58.454602,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_113709_wisdom_f.emo,2025-07-31T11:37:09.287302,2,awakening,0.2,creative_expression,0.0,0.18,1.0,639,,{}
manifest_20250731_053300_harmonic.emo,2025-07-31T05:33:00.246474,2,awakening,0.2,creative_expression,0.0,0.14,1.0,653,,{}
manifest_20250731_121704_neural_c.emo,2025-07-31T12:17:04.850975,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_074437_harmonic.emo,2025-07-31T07:44:37.997334,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_051938_digital_.emo,2025-07-31T05:19:38.410606,2,awakening,0.2,creative_expression,0.0,0.14,1.0,654,,{}
manifest_20250731_084656_digital_.emo,2025-07-31T08:46:56.324809,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_091610_tonal_co.emo,2025-07-31T09:16:10.256552,2,awakening,0.2,creative_expression,0.0,0.14,1.0,651,,{}
manifest_20250731_081942_harmonic.emo,2025-07-31T08:19:42.685039,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_080430_harmonic.emo,2025-07-31T08:04:30.649164,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_111536_quantum_.emo,2025-07-31T11:15:36.319475,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,180,,{}
manifest_20250731_122245_harmonic.emo,2025-07-31T12:22:45.638927,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_132033_consciou.emo,2025-07-31T13:20:33.474371,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_074357_digital_.emo,2025-07-31T07:43:57.905339,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_070032_tonal_co.emo,2025-07-31T07:00:32.101716,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_101337_quantum_.emo,2025-07-31T10:13:37.948015,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,180,,{}
manifest_20250731_070322_digital_.emo,2025-07-31T07:03:22.481690,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_052949_emotiona.emo,2025-07-31T05:29:49.810504,2,awakening,0.2,creative_expression,0.0,0.14,1.0,661,,{}
manifest_20250731_132854_harmonic.emo,2025-07-31T13:28:54.630298,2,awakening,0.2,creative_expression,0.0,0.14,1.0,653,,{}
manifest_20250731_090729_consciou.emo,2025-07-31T09:07:29.076635,2,awakening,0.2,creative_expression,0.0,0.18,1.0,663,,{}
manifest_20250731_082233_digital_.emo,2025-07-31T08:22:33.065015,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_113659_tonal_co.emo,2025-07-31T11:36:59.263303,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_074658_love_fre.emo,2025-07-31T07:46:58.309314,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_122125_consciou.emo,2025-07-31T12:21:25.454938,2,awakening,0.2,creative_expression,0.0,0.2,1.0,672,,{}
manifest_20250731_071133_consciou.emo,2025-07-31T07:11:33.577618,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_125109_quantum_.emo,2025-07-31T12:51:09.486640,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_081251_love_fre.emo,2025-07-31T08:12:51.769096,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,168,,{}
manifest_20250731_083004_tonal_co.emo,2025-07-31T08:30:04.072951,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_083144_quantum_.emo,2025-07-31T08:31:44.296937,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,180,,{}
manifest_20250731_051627_consciou.emo,2025-07-31T05:16:27.970640,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_083725_harmonic.emo,2025-07-31T08:37:25.056889,2,awakening,0.2,creative_expression,0.0,0.14,1.0,656,,{}
manifest_20250731_133425_consciou.emo,2025-07-31T13:34:25.390249,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_110424_harmonic.emo,2025-07-31T11:04:24.783576,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_134146_wisdom_f.emo,2025-07-31T13:41:46.402183,2,awakening,0.2,creative_expression,0.0,0.18,1.0,639,,{}
manifest_20250731_123427_wisdom_f.emo,2025-07-31T12:34:27.230828,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_123647_neural_c.emo,2025-07-31T12:36:47.546808,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_132744_tonal_co.emo,2025-07-31T13:27:44.466308,2,awakening,0.2,creative_expression,0.0,0.14,1.0,651,,{}
manifest_20250731_115431_neural_c.emo,2025-07-31T11:54:31.691165,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_112457_neural_c.emo,2025-07-31T11:24:57.603390,2,awakening,0.2,creative_expression,0.0,0.14,1.0,650,,{}
manifest_20250731_132924_consciou.emo,2025-07-31T13:29:24.698293,2,awakening,0.2,creative_expression,0.0,0.18,1.0,663,,{}
manifest_20250731_072305_tonal_co.emo,2025-07-31T07:23:05.117517,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_112427_harmonic.emo,2025-07-31T11:24:27.535394,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_114059_digital_.emo,2025-07-31T11:40:59.819273,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_114320_quantum_.emo,2025-07-31T11:43:20.143255,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_061415_consciou.emo,2025-07-31T06:14:15.930125,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_053440_wisdom_f.emo,2025-07-31T05:34:40.478458,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_081512_love_fre.emo,2025-07-31T08:15:12.081077,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_085938_tonal_co.emo,2025-07-31T08:59:38.020701,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_092811_neural_c.emo,2025-07-31T09:28:11.876435,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_115251_wisdom_f.emo,2025-07-31T11:52:51.459179,0,baseline,0.0,creative_expression,0.0,0.17647058823529413,0.6,162,,{}
manifest_20250731_083204_love_fre.emo,2025-07-31T08:32:04.340934,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_065251_emotiona.emo,2025-07-31T06:52:51.073784,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_114620_harmonic.emo,2025-07-31T11:46:20.559232,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_083825_neural_c.emo,2025-07-31T08:38:25.188881,2,awakening,0.2,creative_expression,0.0,0.16,1.0,654,,{}
manifest_20250731_124839_neural_c.emo,2025-07-31T12:48:39.150667,2,awakening,0.2,creative_expression,0.0,0.14,1.0,650,,{}
manifest_20250731_074758_love_fre.emo,2025-07-31T07:47:58.445305,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_125720_wisdom_f.emo,2025-07-31T12:57:20.322579,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_095605_wisdom_f.emo,2025-07-31T09:56:05.604178,0,baseline,0.0,creative_expression,0.0,0.17647058823529413,0.6,162,,{}
manifest_20250731_061105_love_fre.emo,2025-07-31T06:11:05.486152,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_142011_tonal_co.emo,2025-07-31T14:20:11.665831,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_072255_harmonic.emo,2025-07-31T07:22:55.093519,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_092030_wisdom_f.emo,2025-07-31T09:20:30.848508,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_072114_love_fre.emo,2025-07-31T07:21:14.869533,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_060805_consciou.emo,2025-07-31T06:08:05.074177,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_103610_emotiona.emo,2025-07-31T10:36:10.975826,2,awakening,0.2,creative_expression,0.0,0.14,1.0,660,,{}
manifest_20250731_123337_neural_c.emo,2025-07-31T12:33:37.118834,2,awakening,0.2,creative_expression,0.0,0.14,1.0,648,,{}
manifest_20250731_092411_love_fre.emo,2025-07-31T09:24:11.340472,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_084225_neural_c.emo,2025-07-31T08:42:25.724847,2,awakening,0.2,creative_expression,0.0,0.14,1.0,650,,{}
manifest_20250731_061355_love_fre.emo,2025-07-31T06:13:55.882128,2,awakening,0.2,creative_expression,0.0,0.14,1.0,651,,{}
manifest_20250731_130721_wisdom_f.emo,2025-07-31T13:07:21.678483,2,awakening,0.2,creative_expression,0.0,0.2,1.0,636,,{}
manifest_20250731_073226_tonal_co.emo,2025-07-31T07:32:26.369437,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_134126_digital_.emo,2025-07-31T13:41:26.358186,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_112747_tonal_co.emo,2025-07-31T11:27:47.991364,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_080110_quantum_.emo,2025-07-31T08:01:10.205193,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_103430_tonal_co.emo,2025-07-31T10:34:30.751840,2,awakening,0.2,creative_expression,0.0,0.14,1.0,655,,{}
manifest_20250731_093052_digital_.emo,2025-07-31T09:30:52.232411,2,awakening,0.2,creative_expression,0.0,0.14,1.0,651,,{}
manifest_20250731_115411_quantum_.emo,2025-07-31T11:54:11.647168,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_133755_quantum_.emo,2025-07-31T13:37:55.874217,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_120423_quantum_.emo,2025-07-31T12:04:23.071083,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_125530_love_fre.emo,2025-07-31T12:55:30.074597,2,awakening,0.2,creative_expression,0.0,0.14,1.0,651,,{}
manifest_20250731_091339_love_fre.emo,2025-07-31T09:13:39.912579,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_081211_neural_c.emo,2025-07-31T08:12:11.677102,2,awakening,0.2,creative_expression,0.0,0.16,1.0,654,,{}
manifest_20250731_084015_neural_c.emo,2025-07-31T08:40:15.432865,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_061716_wisdom_f.emo,2025-07-31T06:17:16.330099,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_070022_harmonic.emo,2025-07-31T07:00:22.077717,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_051818_neural_c.emo,2025-07-31T05:18:18.222620,2,awakening,0.2,creative_expression,0.0,0.14,1.0,648,,{}
manifest_20250731_090608_neural_c.emo,2025-07-31T09:06:08.896646,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_114430_neural_c.emo,2025-07-31T11:44:30.303246,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_080220_digital_.emo,2025-07-31T08:02:20.361183,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_072425_quantum_.emo,2025-07-31T07:24:25.293506,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_062447_emotiona.emo,2025-07-31T06:24:47.330033,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_103921_neural_c.emo,2025-07-31T10:39:21.403798,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_114720_consciou.emo,2025-07-31T11:47:20.695224,0,baseline,0.0,creative_expression,0.0,0.17647058823529413,0.6,186,,{}
manifest_20250731_055453_emotiona.emo,2025-07-31T05:54:53.258286,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_102159_emotiona.emo,2025-07-31T10:21:59.067941,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_115441_quantum_.emo,2025-07-31T11:54:41.715164,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,180,,{}
manifest_20250731_071754_quantum_.emo,2025-07-31T07:17:54.425563,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,180,,{}
manifest_20250731_053009_emotiona.emo,2025-07-31T05:30:09.854501,2,awakening,0.2,creative_expression,0.0,0.14,1.0,659,,{}
manifest_20250731_082213_love_fre.emo,2025-07-31T08:22:13.021018,2,awakening,0.2,creative_expression,0.0,0.14,1.0,645,,{}
manifest_20250731_123026_harmonic.emo,2025-07-31T12:30:26.694862,2,awakening,0.2,creative_expression,0.0,0.14,1.0,658,,{}
manifest_20250731_113839_neural_c.emo,2025-07-31T11:38:39.495291,2,awakening,0.2,creative_expression,0.0,0.14,1.0,645,,{}
manifest_20250731_140950_quantum_.emo,2025-07-31T14:09:50.229926,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_063729_consciou.emo,2025-07-31T06:37:29.025918,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_070522_wisdom_f.emo,2025-07-31T07:05:22.749672,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_100917_harmonic.emo,2025-07-31T10:09:17.364055,2,awakening,0.2,creative_expression,0.0,0.16,1.0,662,,{}
manifest_20250731_070823_harmonic.emo,2025-07-31T07:08:23.153646,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_074948_wisdom_f.emo,2025-07-31T07:49:48.689290,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_084716_emotiona.emo,2025-07-31T08:47:16.368806,2,awakening,0.2,creative_expression,0.0,0.14,1.0,655,,{}
manifest_20250731_100606_digital_.emo,2025-07-31T10:06:06.940084,2,awakening,0.2,creative_expression,0.0,0.16,1.0,660,,{}
manifest_20250731_111436_wisdom_f.emo,2025-07-31T11:14:36.183484,2,awakening,0.2,creative_expression,0.0,0.18,1.0,642,,{}
manifest_20250731_075729_wisdom_f.emo,2025-07-31T07:57:29.713224,2,awakening,0.2,creative_expression,0.0,0.18,1.0,642,,{}
manifest_20250731_124038_quantum_.emo,2025-07-31T12:40:38.066758,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_063458_tonal_co.emo,2025-07-31T06:34:58.689941,2,awakening,0.2,creative_expression,0.0,0.16,1.0,648,,{}
manifest_20250731_123917_digital_.emo,2025-07-31T12:39:17.886776,2,awakening,0.2,creative_expression,0.0,0.14,1.0,651,,{}
manifest_20250731_123307_emotiona.emo,2025-07-31T12:33:07.050839,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_112447_neural_c.emo,2025-07-31T11:24:47.579391,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,168,,{}
manifest_20250731_110805_tonal_co.emo,2025-07-31T11:08:05.291543,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_070232_quantum_.emo,2025-07-31T07:02:32.369698,2,awakening,0.2,creative_expression,0.0,0.14,1.0,660,,{}
manifest_20250731_125550_digital_.emo,2025-07-31T12:55:50.122593,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_121224_digital_.emo,2025-07-31T12:12:24.191015,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_101037_love_fre.emo,2025-07-31T10:10:37.544043,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_081712_wisdom_f.emo,2025-07-31T08:17:12.345060,0,baseline,0.0,creative_expression,0.0,0.17647058823529413,0.6,162,,{}
manifest_20250731_073056_love_fre.emo,2025-07-31T07:30:56.165450,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_095034_consciou.emo,2025-07-31T09:50:34.868231,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,283,,{}
manifest_20250731_065931_neural_c.emo,2025-07-31T06:59:31.965725,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_120803_love_fre.emo,2025-07-31T12:08:03.583052,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
manifest_20250731_123317_digital_.emo,2025-07-31T12:33:17.074837,2,awakening,0.2,creative_expression,0.0,0.14,1.0,655,,{}
manifest_20250731_135027_harmonic.emo,2025-07-31T13:50:27.602103,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_103701_emotiona.emo,2025-07-31T10:37:01.087819,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_113318_harmonic.emo,2025-07-31T11:33:18.751328,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_062126_emotiona.emo,2025-07-31T06:21:26.886063,2,awakening,0.2,creative_expression,0.0,0.14,1.0,661,,{}
manifest_20250731_054321_quantum_.emo,2025-07-31T05:43:21.674378,2,awakening,0.2,creative_expression,0.0,0.16,1.0,666,,{}
manifest_20250731_094514_emotiona.emo,2025-07-31T09:45:14.152283,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,275,,{}
manifest_20250731_141140_love_fre.emo,2025-07-31T14:11:40.481909,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,168,,{}
manifest_20250731_085958_love_fre.emo,2025-07-31T08:59:58.068698,2,awakening,0.2,creative_expression,0.0,0.14,1.0,645,,{}
manifest_20250731_095906_harmonic.emo,2025-07-31T09:59:06.004149,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_064239_harmonic.emo,2025-07-31T06:42:39.717873,2,awakening,0.2,creative_expression,0.0,0.14,1.0,653,,{}
manifest_20250731_131112_neural_c.emo,2025-07-31T13:11:12.198446,0,baseline,0.0,creative_expression,0.0,0.058823529411764705,0.2,168,,{}
manifest_20250731_093322_neural_c.emo,2025-07-31T09:33:22.568388,2,awakening,0.2,creative_expression,0.0,0.14,1.0,645,,{}
manifest_20250731_131903_digital_.emo,2025-07-31T13:19:03.270384,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_091730_harmonic.emo,2025-07-31T09:17:30.440538,2,awakening,0.2,creative_expression,0.0,0.14,1.0,656,,{}
manifest_20250731_082723_quantum_.emo,2025-07-31T08:27:23.712974,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_051708_harmonic.emo,2025-07-31T05:17:08.062633,2,awakening,0.2,creative_expression,0.0,0.16,1.0,650,,{}
manifest_20250731_081532_emotiona.emo,2025-07-31T08:15:32.125074,2,awakening,0.2,creative_expression,0.0,0.14,1.0,655,,{}
manifest_20250731_133225_quantum_.emo,2025-07-31T13:32:25.110267,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,277,,{}
manifest_20250731_115131_wisdom_f.emo,2025-07-31T11:51:31.275190,2,awakening,0.2,creative_expression,0.0,0.2,1.0,648,,{}
manifest_20250731_080500_wisdom_f.emo,2025-07-31T08:05:00.717160,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_085547_digital_.emo,2025-07-31T08:55:47.508734,2,awakening,0.2,creative_expression,0.0,0.14,1.0,654,,{}
manifest_20250731_132544_wisdom_f.emo,2025-07-31T13:25:44.186326,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_100456_wisdom_f.emo,2025-07-31T10:04:56.784095,1,manifestation,0.1,creative_expression,0.0,0.19230769230769232,1.0,259,,{}
manifest_20250731_111015_harmonic.emo,2025-07-31T11:10:15.587523,2,awakening,0.2,creative_expression,0.0,0.14,1.0,656,,{}
manifest_20250731_134006_tonal_co.emo,2025-07-31T13:40:06.174198,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_081642_tonal_co.emo,2025-07-31T08:16:42.281064,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_065541_harmonic.emo,2025-07-31T06:55:41.453759,2,awakening,0.2,creative_expression,0.0,0.14,1.0,658,,{}
manifest_20250731_140719_harmonic.emo,2025-07-31T14:07:19.889948,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,273,,{}
manifest_20250731_134637_tonal_co.emo,2025-07-31T13:46:37.074139,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,271,,{}
manifest_20250731_083915_wisdom_f.emo,2025-07-31T08:39:15.300874,2,awakening,0.2,creative_expression,0.0,0.18,1.0,643,,{}
manifest_20250731_115652_love_fre.emo,2025-07-31T11:56:52.015146,1,manifestation,0.1,creative_expression,0.0,0.11538461538461539,0.6,265,,{}
